source_file,source_sheet,source_row,player_name,season,team_or_grade,metric_group,qa_status,action,data_confidence,issue_count,issue_codes,issue_reasons
bexley_stats_spreadsheets.xlsx,1944-45,65,13 2,Summer 1944/45,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1947-48,60,14 2,Summer 1947/48,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1947-48,64,14,Summer 1947/48,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; batting_average_reconciliation,Numeric-only player names are likely row numbers or batting-order values.; Source batting average does not reconcile with runs / dismissals.
bexley_stats_spreadsheets.xlsx,1948-49,45,14 1,Summer 1948/49,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1949-50,79,15 5,Summer 1949/50,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1949-50,83,15 5,Summer 1949/50,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1949-50,87,14,Summer 1949/50,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; batting_average_reconciliation,Numeric-only player names are likely row numbers or batting-order values.; Source batting average does not reconcile with runs / dismissals.
bexley_stats_spreadsheets.xlsx,1950-51,77,14 2,Summer 1950/51,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1951-52,78,15 1,Summer 1951/52,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1952-53,51,13 3,Summer 1952/53,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1952-53,55,13 4,Summer 1952/53,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1955-56,53,14,Summer 1955/56,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1956-57,52,14 4,Summer 1956/57,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1956-57,56,14,Summer 1956/57,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1961-62,51,14 3,Summer 1961/62,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1962-63,47,14,Summer 1962/63,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1962-63,51,14 3,Summer 1962/63,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1964-65,60,14,Summer 1964/65,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1964-65,64,14 1,Summer 1964/65,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1965-66,58,14,Summer 1965/66,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1965-66,62,15 1,Summer 1965/66,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1966-67,55,15,Summer 1966/67,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1966-67,59,16 1,Summer 1966/67,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1967-68,53,17,Summer 1967/68,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1967-68,57,17 1,Summer 1967/68,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1968-69,54,13,Summer 1968/69,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1968-69,58,13 2,Summer 1968/69,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1969-70,48,Brian White,Summer 1969/70,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1969-70,57,15,Summer 1969/70,Historical club summary,batting,rejected,excluded_from_records,low,6,numeric_only_player_name; battingHighScore; battingNotOuts; high_score_not_above_total_runs; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; High score cannot exceed aggregate runs.; Not-outs cannot exceed innings.; High score cannot exceed season runs.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1969-70,61,15,Summer 1969/70,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1970-71,49,13 1,Summer 1970/71,Historical club summary,batting,rejected,excluded_from_records,low,2,battingNotOuts; not_outs_not_above_innings,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1970-71,53,13,Summer 1970/71,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1974-75,15,P Huthnance,Summer 1974/75,Historical club summary,batting,rejected,excluded_from_records,low,3,battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,2,1,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingAverage; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,3,2,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,4,3,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,5,4,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,6,5,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; battingAverage,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.
bexley_stats_spreadsheets.xlsx,1980-81,7,6,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,8,7,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,9,8,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,10,9,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,11,10,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,12,11,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,13,12,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,14,13,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,15,14,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,16,15,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,17,16,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,18,17,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,19,18,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,20,19,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,21,20,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,22,21,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,23,22,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,24,23,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; battingAverage,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.
bexley_stats_spreadsheets.xlsx,1980-81,25,24,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,26,25,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,27,26,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,28,27,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,29,28,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingAverage; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,30,29,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; battingAverage,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.
bexley_stats_spreadsheets.xlsx,1980-81,31,30,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingAverage; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,32,31,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.
bexley_stats_spreadsheets.xlsx,1980-81,33,32,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1980-81,34,33,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1980-81,35,34,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; battingAverage,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.
bexley_stats_spreadsheets.xlsx,1980-81,36,35,Summer 1980/81,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1989-90,32,Mark Jemmeson,Summer 1989/90,Historical club summary,batting,rejected,excluded_from_records,low,2,battingHighScore; high_score_not_above_total_runs,High score cannot exceed aggregate runs.; High score cannot exceed season runs.
bexley_stats_spreadsheets.xlsx,1992-93,2,1,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; batting_average_reconciliation,Numeric-only player names are likely row numbers or batting-order values.; Source batting average does not reconcile with runs / dismissals.
bexley_stats_spreadsheets.xlsx,1992-93,3,2,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,4,3,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,5,4,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,5,numeric_only_player_name; battingAverage; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,6,5,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,7,6,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,8,7,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1992-93,9,8,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,10,9,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,11,10,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,12,11,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,13,12,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,14,13,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,15,14,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,4,numeric_only_player_name; battingNotOuts; not_outs_not_above_innings; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Not-outs cannot exceed innings.; not_outs_not_above_innings cannot exceed innings.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,16,15,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,17,16,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingAverage; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,18,17,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,19,18,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,20,19,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,1,numeric_only_player_name,Numeric-only player names are likely row numbers or batting-order values.
bexley_stats_spreadsheets.xlsx,1992-93,21,20,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,2,numeric_only_player_name; high_numerator_zero_dismissals,Numeric-only player names are likely row numbers or batting-order values.; Runs recorded with zero dismissals; average cannot be independently reconciled.
bexley_stats_spreadsheets.xlsx,1992-93,22,21,Summer 1992/93,Historical club summary,batting,rejected,excluded_from_records,low,3,numeric_only_player_name; battingAverage; batting_average_reconciliation,Numeric-only player names are likely row numbers or batting-order values.; Batting average above 250 needs manual review.; Source batting average does not reconcile with runs / dismissals.
