canonical_player_name,raw_player_name,raw_player_id,notes
Adam Scott,Adam Scott,119115cb-ab94-4b5a-b10f-f1420f85f4f6,safe auto-merge georges-river-district-safe-0001: exact case-insensitive name match; no season overlap
Brendan Dodd,Brendan Dodd,9360bea7-9b1d-436c-b68f-87eaff3fea7d,safe auto-merge georges-river-district-safe-0011: exact case-insensitive name match; no season overlap
Brendan Dodd,Brendan Dodd,a8bfe6e6-81bd-4865-ae17-f93c76fcabeb,safe auto-merge georges-river-district-safe-0011: exact case-insensitive name match; no season overlap
Brett Wood,Brett Wood,6fe4cf94-3018-445c-9f24-14bb49299f9d,safe auto-merge georges-river-district-safe-0012: exact case-insensitive name match; no season overlap
Brett Wood,Brett Wood,a8373452-32cc-452b-9901-bb5052139c51,safe auto-merge georges-river-district-safe-0012: exact case-insensitive name match; no season overlap
Bushy Pillay,Bushy Pillay,d4ba3878-81b9-4da1-bb70-9c617138f581,safe auto-merge georges-river-district-safe-0013: exact case-insensitive name match; no season overlap
Bushy Pillay,Bushy Pillay,e031b399-b640-4b65-b6dc-dadbe0301321,safe auto-merge georges-river-district-safe-0013: exact case-insensitive name match; no season overlap
Chris Benjamin,Chris Benjamin,7e431483-3f5e-4bfd-8f6d-f72d23cfbccc,safe auto-merge georges-river-district-safe-0014: exact case-insensitive name match; no season overlap
Chris Benjamin,Chris Benjamin,ed7cfabe-85ec-4caf-a670-8605612c4644,safe auto-merge georges-river-district-safe-0014: exact case-insensitive name match; no season overlap
Chris Jurgeit,Chris Jurgeit,3aee6c6d-52d7-421f-a430-3f50d9e517a5,safe auto-merge georges-river-district-safe-0015: exact case-insensitive name match; no season overlap
Chris Jurgeit,Chris Jurgeit,66196d89-4e7c-441f-9481-7ff1969f4e27,safe auto-merge georges-river-district-safe-0015: exact case-insensitive name match; no season overlap
Craig Matthews,Craig Matthews,051674b5-c1d8-48f9-a6e1-ade29ebe4291,safe auto-merge georges-river-district-safe-0016: exact case-insensitive name match; no season overlap
Craig Matthews,Craig Matthews,896dbddd-4489-4baf-92ee-f7f8f08ee5f9,safe auto-merge georges-river-district-safe-0016: exact case-insensitive name match; no season overlap
Craig Tilley,Craig Tilley,99161523-6119-40e0-85e6-fe249ce3b238,safe auto-merge georges-river-district-safe-0017: exact case-insensitive name match; no season overlap
Craig Tilley,Craig Tilley,9eb06d5e-f394-4859-a547-4bb344a90afa,safe auto-merge georges-river-district-safe-0017: exact case-insensitive name match; no season overlap
Daniel Milliken,Daniel Milliken,47b6227c-0362-464e-a5eb-786629117ae9,safe auto-merge georges-river-district-safe-0019: exact case-insensitive name match; no season overlap
Daniel Milliken,Daniel Milliken,9557ad88-edf3-431f-af34-81e41c02515d,safe auto-merge georges-river-district-safe-0019: exact case-insensitive name match; no season overlap
Daniel Walsh,Daniel Walsh,bae4cf09-bbbc-46c2-ae29-223bef27137c,safe auto-merge georges-river-district-safe-0020: exact case-insensitive name match; no season overlap
Daniel Walsh,Daniel Walsh,f2269dba-0c23-4f84-9ac1-5d9a40ec8b12,safe auto-merge georges-river-district-safe-0020: exact case-insensitive name match; no season overlap
David Massey,David Massey,7b00cc5f-de22-4200-ac87-4926ad77eda8,safe auto-merge georges-river-district-safe-0022: exact case-insensitive name match; no season overlap
David Massey,David Massey,ad375ccf-bf59-4e28-9af9-778758291357,safe auto-merge georges-river-district-safe-0022: exact case-insensitive name match; no season overlap
Dylan Devoy Paino,Dylan Devoy Paino,d2dd2b33-c1ce-43ce-91f0-609c56ff38e3,safe auto-merge georges-river-district-safe-0023: exact case-insensitive name match; no season overlap
Dylan Devoy Paino,Dylan Devoy Paino,f9167a02-3744-4a6c-a908-04b676814ee2,safe auto-merge georges-river-district-safe-0023: exact case-insensitive name match; no season overlap
Fabian Heaton,Fabian Heaton,44b86ccc-04b3-4cf1-bd72-65790cb09f2e,safe auto-merge georges-river-district-safe-0024: exact case-insensitive name match; no season overlap
Fabian Heaton,Fabian Heaton,c3e68fe8-5fa9-4e92-a9c8-bf2bbe061ce2,safe auto-merge georges-river-district-safe-0024: exact case-insensitive name match; no season overlap
Geoff Mcqueen,Geoff Mcqueen,70fd91bf-d3e5-4507-9fd1-0a5f32eb6f29,safe auto-merge georges-river-district-safe-0025: exact case-insensitive name match; no season overlap
Geoff Mcqueen,Geoff Mcqueen,ce652280-65fe-468a-a54b-ea9a65330717,safe auto-merge georges-river-district-safe-0025: exact case-insensitive name match; no season overlap
Glenn Ross,Glenn Ross,2682a2c0-33f2-4d06-a2a9-28d8ddd64282,safe auto-merge georges-river-district-safe-0027: exact case-insensitive name match; no season overlap
Glenn Ross,Glenn Ross,4d3999b6-918b-43f8-a911-f8b5df2ac8e6,safe auto-merge georges-river-district-safe-0027: exact case-insensitive name match; no season overlap
Greg Pullen,Greg Pullen,17f95e8e-7284-4d78-b6d0-817ddc264dd8,safe auto-merge georges-river-district-safe-0028: exact case-insensitive name match; no season overlap
Greg Pullen,Greg Pullen,55c6eb6b-73fd-465a-873e-e7b5feb3f045,safe auto-merge georges-river-district-safe-0028: exact case-insensitive name match; no season overlap
Greg Richards,Greg Richards,bf6c88e5-1330-44c3-9087-c9ceb3539157,safe auto-merge georges-river-district-safe-0029: exact case-insensitive name match; no season overlap
Greg Richards,Greg Richards,d3ea9810-113f-4dc9-b54c-c3d945ad9c25,safe auto-merge georges-river-district-safe-0029: exact case-insensitive name match; no season overlap
Harrison Morton,Harrison Morton,3679b42f-abbb-4f4c-af5f-4763abcbc06f,safe auto-merge georges-river-district-safe-0030: exact case-insensitive name match; no season overlap
Harrison Morton,Harrison Morton,d5b49f54-d1ab-4fc8-9d2d-e33e8699ae62,safe auto-merge georges-river-district-safe-0030: exact case-insensitive name match; no season overlap
Jakob Lindberg,Jakob Lindberg,5b6b7309-f549-429e-b0ef-9741e3332dbc,safe auto-merge georges-river-district-safe-0031: exact case-insensitive name match; no season overlap
Jakob Lindberg,Jakob Lindberg,9e871281-b0f0-4c6d-826c-fdbbf59bd302,safe auto-merge georges-river-district-safe-0031: exact case-insensitive name match; no season overlap
James Toogood,James Toogood,08722e04-ab58-4817-a6e0-b971fb4234da,safe auto-merge georges-river-district-safe-0032: exact case-insensitive name match; no season overlap
James Toogood,James Toogood,9741f1c7-04a2-4aff-950c-fcbb4eb061a9,safe auto-merge georges-river-district-safe-0032: exact case-insensitive name match; no season overlap
Jason Hillman,Jason Hillman,2c7722a8-d1a2-4538-b36a-c1b7066bda92,safe auto-merge georges-river-district-safe-0033: exact case-insensitive name match; no season overlap
Jason Hillman,Jason Hillman,34f03755-d39e-4cf5-ad76-eb24abbd27c1,safe auto-merge georges-river-district-safe-0033: exact case-insensitive name match; no season overlap
Jason Wilton,Jason Wilton,d0df5ab6-3699-4042-b6e9-4a123061fef9,safe auto-merge georges-river-district-safe-0034: exact case-insensitive name match; no season overlap
Jason Wilton,Jason Wilton,d25d4702-45e3-4070-bd7e-ca1e6d3327ed,safe auto-merge georges-river-district-safe-0034: exact case-insensitive name match; no season overlap
Joel Murphy,Joel Murphy,354bbca7-52e8-480a-9cd9-cfaac2d5ec10,safe auto-merge georges-river-district-safe-0035: exact case-insensitive name match; no season overlap
Joel Murphy,Joel Murphy,efd421c6-58ec-40e9-9521-431e407f87a8,safe auto-merge georges-river-district-safe-0035: exact case-insensitive name match; no season overlap
John Mesar,John Mesar,32b4fdc3-e0d2-478b-af69-bdae4e06fabc,safe auto-merge georges-river-district-safe-0036: exact case-insensitive name match; no season overlap
John Mesar,John Mesar,c0dfd115-fd72-447e-9ddc-3cdef29d9574,safe auto-merge georges-river-district-safe-0036: exact case-insensitive name match; no season overlap
Lachlan Cheney,Lachlan Cheney,44804280-c99c-41f8-be80-e239d28d4655,safe auto-merge georges-river-district-safe-0039: exact case-insensitive name match; no season overlap
Lachlan Cheney,Lachlan Cheney,9521a724-b664-46c0-8105-ac36431c76a7,safe auto-merge georges-river-district-safe-0039: exact case-insensitive name match; no season overlap
Lachlan Willmore,Lachlan Willmore,34a7ad27-a5c0-4873-bd62-db0775943259,safe auto-merge georges-river-district-safe-0040: exact case-insensitive name match; no season overlap
Lachlan Willmore,Lachlan Willmore,dfd501f2-0b76-48d7-b6ac-ced5c8c1189a,safe auto-merge georges-river-district-safe-0040: exact case-insensitive name match; no season overlap
Laurie Turner,Laurie Turner,09563f57-4291-423c-9602-44c9c27e168b,safe auto-merge georges-river-district-safe-0041: exact case-insensitive name match; no season overlap
Laurie Turner,Laurie Turner,b89f82b1-39bb-4fd5-8186-fa3d53da8413,safe auto-merge georges-river-district-safe-0041: exact case-insensitive name match; no season overlap
Liam Griffiths,Liam Griffiths,16f06b8b-0f9a-4cf2-be98-705121ec8b63,safe auto-merge georges-river-district-safe-0042: exact case-insensitive name match; no season overlap
Liam Griffiths,Liam Griffiths,700ecb9a-ec9b-452d-8ea8-afa99d5d3bb7,safe auto-merge georges-river-district-safe-0042: exact case-insensitive name match; no season overlap
Lindsay Le Bas,Lindsay Le Bas,38d7f881-052f-4c08-bb28-d68f74881b51,safe auto-merge georges-river-district-safe-0043: exact case-insensitive name match; no season overlap
Lindsay Le Bas,Lindsay Le Bas,534187ab-9e06-4988-92c7-38e196d6b2c2,safe auto-merge georges-river-district-safe-0043: exact case-insensitive name match; no season overlap
Luke Carter-Benjamin,Luke Carter-Benjamin,50eec100-5ed5-4aca-807c-a9e29a2d27c0,safe auto-merge georges-river-district-safe-0044: exact case-insensitive name match; no season overlap
Luke Carter-Benjamin,Luke Carter-Benjamin,a78b8abe-45d4-4df3-be88-0018e40e6970,safe auto-merge georges-river-district-safe-0044: exact case-insensitive name match; no season overlap
Mark Butler,Mark Butler,818f5fbd-b52c-4689-ac7d-6793bb907072,safe auto-merge georges-river-district-safe-0045: exact case-insensitive name match; no season overlap
Mark Butler,Mark Butler,c46f8fe8-5b28-40c6-a50e-b54c9718bf5d,safe auto-merge georges-river-district-safe-0045: exact case-insensitive name match; no season overlap
Mark Davies,Mark Davies,10952bc8-5fba-476f-b100-a538bec69606,safe auto-merge georges-river-district-safe-0046: exact case-insensitive name match; no season overlap
Mark Davies,Mark Davies,3cd31821-5042-453f-8aa8-835940f5544d,safe auto-merge georges-river-district-safe-0046: exact case-insensitive name match; no season overlap
Matthew Hoggett,Matthew Hoggett,af10c16d-a50a-430f-b962-072f30380e8f,safe auto-merge georges-river-district-safe-0048: exact case-insensitive name match; no season overlap
Matthew Hoggett,Matthew Hoggett,e8e7002c-8d5e-4a29-ad3d-337b432a816f,safe auto-merge georges-river-district-safe-0048: exact case-insensitive name match; no season overlap
Mitchell Betts,Mitchell Betts,940e31fb-8fb8-42af-bfc5-771884272098,safe auto-merge georges-river-district-safe-0049: exact case-insensitive name match; no season overlap
Mitchell Betts,Mitchell Betts,e0cb97d3-e63a-46a2-ad4c-c41449547be1,safe auto-merge georges-river-district-safe-0049: exact case-insensitive name match; no season overlap
Muhammad Zeeshan,Muhammad Zeeshan,3cd29556-21d8-47fc-a13f-ebaf532246fa,safe auto-merge georges-river-district-safe-0050: exact case-insensitive name match; no season overlap
Muhammad Zeeshan,Muhammad Zeeshan,4b8f0b5c-fb22-4de0-badb-e9a0970e2f68,safe auto-merge georges-river-district-safe-0050: exact case-insensitive name match; no season overlap
Neil Karpin,Neil Karpin,4b4774fe-c7e5-417b-9343-dfa687cb098a,safe auto-merge georges-river-district-safe-0051: exact case-insensitive name match; no season overlap
Neil Karpin,Neil Karpin,857f0b77-49de-43bc-a5a5-079f0a24530b,safe auto-merge georges-river-district-safe-0051: exact case-insensitive name match; no season overlap
Nelson Howard,Nelson Howard,aef7a940-da6f-4d7a-8a77-2545348804ab,safe auto-merge georges-river-district-safe-0052: exact case-insensitive name match; no season overlap
Nelson Howard,Nelson Howard,f1b5000b-5024-4330-b9fe-95953c7c49a6,safe auto-merge georges-river-district-safe-0052: exact case-insensitive name match; no season overlap
Nicholas Stevens,Nicholas Stevens,116f30da-d64c-42aa-8ddf-f0f5daf5d933,safe auto-merge georges-river-district-safe-0053: exact case-insensitive name match; no season overlap
Nicholas Stevens,Nicholas Stevens,b5f720df-4048-46e0-bba5-30766aa5a9da,safe auto-merge georges-river-district-safe-0053: exact case-insensitive name match; no season overlap
Paul Upham,Paul Upham,097b9a25-2e30-4072-8430-03fd7a688097,safe auto-merge georges-river-district-safe-0056: exact case-insensitive name match; no season overlap
Paul Upham,Paul Upham,5c6cc166-8206-4ed5-9fca-46da5f824851,safe auto-merge georges-river-district-safe-0056: exact case-insensitive name match; no season overlap
Peter Lanham,Peter Lanham,ce7bb52d-b3d0-41c0-bc3b-f4a5f369e394,safe auto-merge georges-river-district-safe-0057: exact case-insensitive name match; no season overlap
Peter Lanham,Peter Lanham,ce919b14-adec-40b2-9735-9d0580d623a8,safe auto-merge georges-river-district-safe-0057: exact case-insensitive name match; no season overlap
Peter Ristevski,Peter Ristevski,3542a0e2-fdac-4242-a4fb-1d0e301c4af5,safe auto-merge georges-river-district-safe-0059: exact case-insensitive name match; no season overlap
Peter Ristevski,Peter Ristevski,ee83babb-44d1-44d4-8a06-20389e10a56b,safe auto-merge georges-river-district-safe-0059: exact case-insensitive name match; no season overlap
Robert Liley,Robert Liley,07e842ed-b16f-419b-8373-f12f29a1d3f1,safe auto-merge georges-river-district-safe-0062: exact case-insensitive name match; no season overlap
Robert Liley,Robert Liley,fed354bf-92c0-4069-ad03-c0e987690111,safe auto-merge georges-river-district-safe-0062: exact case-insensitive name match; no season overlap
Scott Aitchison,Scott Aitchison,4688e476-bbae-4d63-9e9d-9860671da5b0,safe auto-merge georges-river-district-safe-0063: exact case-insensitive name match; no season overlap
Scott Aitchison,Scott Aitchison,a1b33dd7-b76f-491d-9f31-e512c9964f10,safe auto-merge georges-river-district-safe-0063: exact case-insensitive name match; no season overlap
Scott Sigmond,Scott Sigmond,096ad2b5-d4a3-4c38-816b-14048f2f1dbb,safe auto-merge georges-river-district-safe-0064: exact case-insensitive name match; no season overlap
Scott Sigmond,Scott Sigmond,27b86f67-a0ed-43fc-a829-02e05651bf82,safe auto-merge georges-river-district-safe-0064: exact case-insensitive name match; no season overlap
Simon Marvello,Simon Marvello,317d53a1-c885-4ac9-8ec3-e7cd21d11e01,safe auto-merge georges-river-district-safe-0067: exact case-insensitive name match; no season overlap
Simon Marvello,Simon Marvello,c479950c-7bd1-4b70-981b-628f7673135b,safe auto-merge georges-river-district-safe-0067: exact case-insensitive name match; no season overlap
Sohail Sarwar,Sohail Sarwar,06e3e3be-fb2a-486a-b4c4-73b366ecec51,safe auto-merge georges-river-district-safe-0068: exact case-insensitive name match; no season overlap
Sohail Sarwar,Sohail Sarwar,bd6ccefb-0e59-4d98-b45d-0a116b508971,safe auto-merge georges-river-district-safe-0068: exact case-insensitive name match; no season overlap
Steve Lucas,Steve Lucas,46606445-4a5a-47af-ab37-f00884c7efed,safe auto-merge georges-river-district-safe-0069: exact case-insensitive name match; no season overlap
Steve Lucas,Steve Lucas,bc7584c0-5485-484c-b5b6-cebf311c3404,safe auto-merge georges-river-district-safe-0069: exact case-insensitive name match; no season overlap
Steven Jones,Steven Jones,31be0dbd-ab18-4451-af72-aec9dd6ded49,safe auto-merge georges-river-district-safe-0070: exact case-insensitive name match; no season overlap
Steven Jones,Steven Jones,ede1f93f-f37d-4428-bc38-67d051fbcc33,safe auto-merge georges-river-district-safe-0070: exact case-insensitive name match; no season overlap
Toby Mackenzie,Toby Mackenzie,346ab035-beec-46e8-9262-b3060b7bee33,safe auto-merge georges-river-district-safe-0071: exact case-insensitive name match; no season overlap
Toby Mackenzie,Toby Mackenzie,e4da583d-1089-4208-b334-ab81d7af1228,safe auto-merge georges-river-district-safe-0071: exact case-insensitive name match; no season overlap
Todd Heslehurst,Todd Heslehurst,4253bd29-3d73-4b6a-b3c3-988c6c8b099a,safe auto-merge georges-river-district-safe-0072: exact case-insensitive name match; no season overlap
Todd Heslehurst,Todd Heslehurst,671ebe4d-b33d-44b7-9176-f4db3e72a9f4,safe auto-merge georges-river-district-safe-0072: exact case-insensitive name match; no season overlap
Tyler Hull,Tyler Hull,c0a813f9-a4f6-4a1e-8244-e06a2ad65fa2,safe auto-merge georges-river-district-safe-0073: exact case-insensitive name match; no season overlap
Tyler Hull,Tyler Hull,dadf3527-8ffc-4260-8fe3-bca505182b66,safe auto-merge georges-river-district-safe-0073: exact case-insensitive name match; no season overlap
Warren Kentwell,Warren Kentwell,9053db09-7193-4d63-ad1c-3fc5e51e4184,safe auto-merge georges-river-district-safe-0074: exact case-insensitive name match; no season overlap
Warren Kentwell,Warren Kentwell,e0e76b00-6125-4332-bb73-3c812e561836,safe auto-merge georges-river-district-safe-0074: exact case-insensitive name match; no season overlap
